Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
St. Vincent and the Grenadines,VCT,402176217.811493,420498991.052476,457508535.141672,488257784.896158,492461673.459388,541841369.938129,558864528.602315,588432198.657014,619389802.825576,645366154.449406,670608339.646729,697031517.78012,752817766.618085,825763498.432229,883239878.249917,933411852.426642,1035594605.56332,1098958801.95872,1138086390.54827,1122691342.69803,1097686055.92138,1115916962.86951,1133921974.5414,1185007912.05227,1231232171.7568,1270683570.20818,1363525741.21869,1344833245.17848,1406344089.62729,1435765528.73381
"Venezuela, RB",VEN,188492410976.997,213827081599.341,231954260199.585,238103815655.625,237474507078.747,252034909034.46,256141997150.631,277158914809.389,281102568110.191,268135710288.348,284236828714.88,300330634837.754,278064242606.28,261262966658.322,317359085855.579,361009458118.553,408652256070.995,456362420073.168,489793920410.398,477723608385.526,476095101853.09,506339379526.118,,,,,,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,62391627534.7854,68346397260.0962,75947877643.7123,84023625504.903,93403271391.7402,104459752144.12,116307647163.77,127958241195.11,136857552636.488,145460844720.069,158806178340.118,172339887238.483,186131497707.401,202667942753.933,223809287499.457,248198417786.125,273552696918.199,300927940656.359,324150645728.144,344252518689.427,370633744441.899,401987730083.875,452824522357.476,486338303051.953,526914892839.942,565574577528.968,615496353815.732,676909526449.601,741909407437.83,807816536482.301
Vanuatu,VUT,242576330.733274,258652449.798242,271404001.557091,279920136.725276,311789475.748351,321547882.87645,335059713.190119,357583614.450073,377162748.864872,383889164.817898,415713210.881648,410011287.525679,395208638.01631,419831161.670639,448313536.300152,486792177.033931,543978270.95766,587489825.996301,637538585.65024,663680351.951124,682351771.002587,705126498.576747,731260266.263613,758745551.255216,790915104.154073,800674598.768056,837529909.671879,891109365.421177,937671085.529826,981788161.31227
World,WLD,29298647422306.5,30875537800033.6,32285589495355.1,33696199806605.8,35515809220674.6,37521154802559.4,39736505427796.5,42021959418746.5,43430563081976.7,45572661480843.2,48937260662320.8,51277456474527.4,53755250044944.9,56771234647182.6,61370339208442,66128519068718.9,72399136484967,78386859638447.9,83010489857511.3,83822757775989.9,89276239735230.9,95121944958508.6,100090400388813,105005558680967,108990107846687,111348057198084,115696791100671,122012609853737,129250669645666,135669545108181
Samoa,WSM,390351287.493868,394270280.022207,402448859.099904,428875303.510941,426898174.498078,464936549.449239,507438502.028918,519509998.501309,536888198.014959,556542546.544933,608350740.151143,664838574.023343,704692128.471302,750190113.927317,806017219.567211,865669781.326111,909425866.895763,992899953.141437,1022427284.46137,980685875.325306,996867119.914056,1060162952.54556,1036316809.96947,1050086568.87062,1070790253.60262,1128476021.18804,1232699359.89667,1268886982.60089,1270668955.18014,1337723242.63448
Kosovo,XKX,,,,,,,,,,,6053784174.70752,7855329560.72454,7923649512.53435,8553444772.02485,9013163592.77854,9854641894.17131,10610050194.1951,11688889260.2581,12667675354.1621,13223165922.42,13820023515.6367,14726006656.9074,15319686484.2774,16009210621.5456,16393220403.7826,17123326573.396,17885970979.2529,18860124253.0503,20041776669.9578,21241888548.1743
"Yemen, Rep.",YEM,24223711573.6837,26618971581.8584,29460160865.2115,31365073855.5453,34188202417.401,36883969439.915,39300188796.7265,42069165317.6045,45098070171.6652,47476472559.6332,51538362592.4148,54672153423.796,57722444376.6125,60997665592.2906,65128343292.7036,70912306889.3095,75374504281.2389,79983192646.6724,84513161736.6721,88449830196.628,96372554584.7309,85876118856.2345,85440864870.4384,92755610680.3175,,,,,,
South Africa,ZAF,236291794365.134,241795271490.351,242020503596.878,250810750563.775,264363841018.227,278274212576.846,295554384775.342,308467827899.301,313499397634.877,325658317816.229,346921747442.808,364103540565.473,383549133296.103,402193232470.559,431832392534.878,468781595366.474,510032428878.924,551807920673.042,580492267921.119,575921094654.532,600342463341.965,633011149272.292,637033795249.89,668457698775.069,682954739435.05,695228516963.075,707743775110.312,724100740041.47,747020842635.834,761205993689.737
Zambia,ZMB,11860115565.7936,12256765311.8905,12319095875.424,13468171960.4601,12569272619.2268,13204681953.3921,14282638352.9968,15083061253.8113,15193987008.6175,16130108720.3144,17133388741.4804,18440137763.529,19575875392.0429,21324205429.5304,23438273131.6352,25917087573.9771,28811788094.77,32056884230.603,35220975665.9811,38761736728.2064,43251692413.5304,46612238752.7651,49508703940.2704,53419766452.8536,54506424700.8114,54472616764.0831,55712228844.2436,58735138124.2957,62546879800.2978,64723003601.2163
Zimbabwe,ZWE,18504395060.1357,20188407782.7602,18786904633.7715,19434235782.7576,21682346214.6416,22171970549.8426,24917178709.8319,26026294452.7205,27078591122.2216,27244900971.1575,27001848458.4744,27991362953.5335,25905182627.3301,21901900825.1896,21185341335.0962,20597651852.3053,20486415784.5516,20268197240.2776,17011604887.659,19201600822.3156,23247347488.6255,27101598206.3102,31160636694.1975,34187291083.3824,35494681434.6169,37016438435.2528,39375709106.0007,43112365756.2447,46261004505.4508,43255157062.6958
