"ID","Mark","Competitor","Nationality","Venue","Date","Event","Gender","State_Dope","Time_S"
489,"37.87","United States","USA","Monaco (Stade Louis II)",2015-07-17,"4x100-metres-relay","men","NULL",37.87
490,"37.87","United States","USA","Nassau (T. Robinson Stadium)",2015-05-02,"4x100-metres-relay","men","NULL",37.87
491,"37.85","United States ""Red""","USA","Cottbus",2009-08-08,"4x100-metres-relay","men","NULL",37.85
492,"37.83","United States ""Blue""","USA","Monaco (Stade Louis II)",2012-07-20,"4x100-metres-relay","men","NULL",37.83
493,"37.79","France","FRA","Split (Poljud Stadion)",1990-09-01,"4x100-metres-relay","men","NULL",37.79
494,"37.75","Racers Track Club","JAM","London (Olympic Stadium)",2013-07-27,"4x100-metres-relay","men","NULL",37.75
495,"47.63","Edwin Moses","USA","Montréal (Olympic Stadium)",1976-07-25,"400-metres-hurdles","men","NULL",47.63
496,"37.75","United States","USA","Tokyo (Olympic Stadium)",1991-08-31,"4x100-metres-relay","men","NULL",37.75
497,"37.73","United States","USA","Zürich (Letzigrund)",2009-08-28,"4x100-metres-relay","men","NULL",37.73
498,"37.70","Jamaica","JAM","Zürich (Letzigrund)",2009-08-28,"4x100-metres-relay","men","NULL",37.7
499,"37.69","Canada","CAN","Atlanta (Olympic Stadium), GA",1996-08-03,"4x100-metres-relay","men","NULL",37.69
500,"37.68","Jamaica","JAM","Nassau (T. Robinson Stadium)",2015-05-02,"4x100-metres-relay","men","NULL",37.68
501,"37.61","United States","USA","Sydney (Olympic Stadium)",2000-09-30,"4x100-metres-relay","men","NULL",37.61
502,"37.58","United States ""Red""","USA","Monaco (Stade Louis II)",2013-07-19,"4x100-metres-relay","men","NULL",37.58
503,"37.48","United States","USA","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-22,"4x100-metres-relay","men","NULL",37.48
504,"37.46","Racers Track Club","UND","London (Crystal Palace)",2009-07-25,"4x100-metres-relay","men","NULL",37.46
505,"37.46","HSInternational","USA","Berlin",1999-09-07,"4x100-metres-relay","men","NULL",37.46
506,"37.59","United States","USA","Athína (Olympic Stadium)",2006-09-16,"4x100-metres-relay","men","NULL",37.59
507,"37.40","United States","USA","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-21,"4x100-metres-relay","men","NULL",37.4
508,"37.40","United States","USA","Barcelona (Estadio Olímpico)",1992-08-08,"4x100-metres-relay","men","NULL",37.4
509,"37.39","Jamaica","JAM","London (Olympic Stadium)",2012-08-10,"4x100-metres-relay","men","NULL",37.39
510,"37.31","Jamaica","JAM","Berlin (Olympiastadion)",2009-08-22,"4x100-metres-relay","men","NULL",37.31
511,"47.32","Edwin Moses","USA","Koblenz",1984-08-29,"400-metres-hurdles","men","NULL",47.32
512,"12.20","Kendra Harrison","USA","London (Olympic Stadium)",2016-07-22,"100-metres-hurdles","women","NULL",12.2
513,"43.88","Michael Johnson","USA","Zürich",1995-08-16,"400-metres","men","NULL",43.88
514,"47.52","Samuel Matete","ZAM","Bruxelles",1995-08-25,"400-metres-hurdles","men","NULL",47.52
515,"37.93","Santa Monica Track Club","USA","Barcelona",1990-07-16,"4x100-metres-relay","men","NULL",37.93
516,"19.85","Michael Johnson","USA","Oslo",1996-07-05,"200-metres","men","NULL",19.85
517,"37.98","Great Britain & N.I.","GBR","Split (Poljud Stadion)",1990-09-01,"4x100-metres-relay","men","NULL",37.98
518,"47.53","Edwin Moses","USA","Berlin",1986-08-15,"400-metres-hurdles","men","NULL",47.53
519,"19.76","Usain Bolt","JAM","Shanghai (SS)",2010-05-23,"200-metres","men","NULL",19.76
520,"53.10","Yuliya Pechenkina","RUS","Tula (Arsenal Stadium)",2002-06-09,"400-metres-hurdles","women","NULL",53.1
521,"37.79","Santa Monica Track Club","USA","Walnut (Hilmer Lodge), CA",1994-04-17,"4x100-metres-relay","men","NULL",37.79
522,"47.64","Bryan Bronson","USA","Monaco (Stade Louis II)",1997-08-16,"400-metres-hurdles","men","NULL",47.64
523,"37.86","United States","USA","Helsinki (Olympic Stadium)",1983-08-10,"4x100-metres-relay","men","NULL",37.86
524,"37.83","Canada","CAN","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-22,"4x100-metres-relay","men","NULL",37.83
525,"19.85","Nickel Ashmeade","JAM","Zürich (Letzigrund)",2012-08-30,"200-metres","men","NULL",19.85
526,"9.82","Maurice Greene","USA","Edmonton (Commonwealth Stadium)",2001-08-05,"100-metres","men","NULL",9.82
527,"9.85","Usain Bolt","JAM","Beijing (National Stadium)",2008-08-16,"100-metres","men","NULL",9.85
528,"44.06","LaShawn Merritt","USA","Indianapolis, IN",2007-06-23,"400-metres","men","NULL",44.06
529,"37.95","United States","USA","Madrid (CM)",2002-09-20,"4x100-metres-relay","men","NULL",37.95
530,"19.44","Yohan Blake","JAM","London (Olympic Stadium)",2012-08-09,"200-metres","men","NULL",19.44
531,"19.80","Carl Lewis","USA","Los Angeles (Memorial Coliseum)",1984-08-08,"200-metres","men","NULL",19.8
532,"37.98","Nigeria","NGR","Barcelona (Estadio Olímpico)",1992-08-08,"4x100-metres-relay","men","NULL",37.98
533,"21.76","Marion Jones","USA","Zürich",1997-08-13,"200-metres","women","NULL",21.76
534,"37.38","United States","USA","Nassau (T. Robinson Stadium)",2015-05-02,"4x100-metres-relay","men","NULL",37.38
535,"19.32","Usain Bolt","JAM","London (Olympic Stadium)",2012-08-09,"200-metres","men","NULL",19.32
536,"47.17","Edwin Moses","USA","Berlin",1980-08-08,"400-metres-hurdles","men","NULL",47.17
537,"12.98","Mark Crear","USA","Zagreb",1999-07-05,"110-metres-hurdles","men","NULL",12.98
538,"19.85","Ato Boldon","TTO","Lausanne",1996-07-03,"200-metres","men","NULL",19.85
539,"54.00","Xiaoxiao Huang","CHN","Osaka (Nagai Stadium)",2007-08-28,"400-metres-hurdles","women","NULL",54
540,"48.89","Ana Guevara","MEX","Paris Saint-Denis (Stade de France)",2003-08-27,"400-metres","women","NULL",48.89
541,"12.94","David Oliver","USA","Eugene (Hayward Field), OR",2011-06-04,"110-metres-hurdles","men","NULL",12.94
542,"21.84","Evelyn Ashford","USA","Bruxelles",1981-08-28,"200-metres","women","NULL",21.84
543,"47.62","Danny Harris","USA","New York, NY",1991-06-15,"400-metres-hurdles","men","NULL",47.62
544,"13.02","Mark Crear","USA","Luzern",1995-06-27,"110-metres-hurdles","men","NULL",13.02
545,"37.90","Great Britain & N.I.","GBR","Osaka (Nagai Stadium)",2007-09-01,"4x100-metres-relay","men","NULL",37.9
546,"53.37","Tetiana Tereschuk-Antipova","UKR","Athína (Olympic Stadium)",2004-08-22,"400-metres-hurdles","women","NULL",53.37
547,"12.38","Yordanka Donkova","BUL","Stuttgart (Neckarstadion)",1986-08-29,"100-metres-hurdles","women","NULL",12.38
548,"47.99","Jarmila Kratochvílová","TCH","Helsinki (Olympic Stadium)",1983-08-10,"400-metres","women","NULL",47.99
549,"38.03","Japan","JPN","Osaka (Nagai Stadium)",2007-09-01,"4x100-metres-relay","men","NULL",38.03
550,"9.79","Tyson Gay","USA","Clermont, FL",2011-06-04,"100-metres","men","NULL",9.79
551,"37.78","United States","USA","Osaka (Nagai Stadium)",2007-09-01,"4x100-metres-relay","men","NULL",37.78
552,"47.62","Danny Harris","USA","Sevilla",1990-05-30,"400-metres-hurdles","men","NULL",47.62
553,"37.41","Jamaica","JAM","Beijing (National Stadium)",2015-08-29,"4x100-metres-relay","men","NULL",37.41
554,"12.29","Yordanka Donkova","BUL","Köln",1986-08-17,"100-metres-hurdles","women","NULL",12.29
555,"21.99","Marie-José Pérec","FRA","Villeneuve-d'Ascq",1993-07-02,"200-metres","women","NULL",21.99
556,"43.95","Michael Johnson","USA","Sevilla (La Cartuja)",1999-08-24,"400-metres","men","NULL",43.95
557,"10.82","Merlene Ottey","JAM","Berlin",1990-08-17,"100-metres","women","NULL",10.82
558,"12.45","Olena Krasovska","UKR","Athína (Olympic Stadium)",2004-08-24,"100-metres-hurdles","women","NULL",12.45
559,"19.68","Justin Gatlin","USA","Eugene (Hayward Field), OR",2015-05-30,"200-metres","men","NULL",19.68
560,"19.83","Michael Johnson","USA","Atlanta, GA",1996-05-18,"200-metres","men","NULL",19.83
561,"12.90","David Oliver","USA","Eugene (Hayward Field), OR",2010-07-03,"110-metres-hurdles","men","NULL",12.9
562,"37.62","Trinidad and Tobago","TTO","Berlin (Olympiastadion)",2009-08-22,"4x100-metres-relay","men","NULL",37.62
563,"37.79","Santa Monica Track Club","USA","Monaco (Stade Louis II)",1991-08-03,"4x100-metres-relay","men","NULL",37.79
564,"9.78","Nesta Carter","JAM","Rieti (Guidobaldi)",2010-08-29,"100-metres","men","NULL",9.78
565,"37.92","United States ""Blue""","USA","Philadelphia (Franklin Field), PA",2009-04-25,"4x100-metres-relay","men","NULL",37.92
566,"52.99","Deon Hemmings","JAM","Atlanta (Olympic Stadium), GA",1996-07-29,"400-metres-hurdles","women","NULL",52.99
567,"48.70","Sanya Richards-Ross","USA","Athína (Olympic Stadium)",2006-09-16,"400-metres","women","NULL",48.7
568,"9.75","Yohan Blake","JAM","London (Olympic Stadium)",2012-08-05,"100-metres","men","NULL",9.75
569,"38.01","Antigua & Barbuda","ANT","Beijing (National Stadium)",2015-08-29,"4x100-metres-relay","men","NULL",38.01
570,"38.00","Trinidad and Tobago","TTO","London (Crystal Palace)",2008-07-26,"4x100-metres-relay","men","NULL",38
571,"9.58","Usain Bolt","JAM","Berlin (Olympiastadion)",2009-08-16,"100-metres","men","NULL",9.58
572,"37.88","HSInternational","USA","Austin (Myers Stadium), TX",2001-04-07,"4x100-metres-relay","men","NULL",37.88
573,"13.02","Colin Jackson","GBR","Budapest (Népstadion)",1998-08-22,"110-metres-hurdles","men","NULL",13.02
574,"47.53","Edwin Moses","USA","Montréal (Olympic Stadium)",1979-08-24,"400-metres-hurdles","men","NULL",47.53
575,"48.65","Olga Vladykina-Bryzgina","URS","Seoul (Olympic Stadium)",1988-09-26,"400-metres","women","NULL",48.65
576,"44.06","Michael Johnson","USA","Bruxelles",1998-08-28,"400-metres","men","NULL",44.06
577,"19.68","Frank Fredericks","NAM","Atlanta (Olympic Stadium), GA",1996-08-01,"200-metres","men","NULL",19.68
578,"19.75","Usain Bolt","JAM","Kingston (NS), JAM",2007-06-24,"200-metres","men","NULL",19.75
579,"37.65","HSInternational","USA","Berlin (Olympiastadion)",2000-09-01,"4x100-metres-relay","men","NULL",37.65
580,"43.50","Jeremy Wariner","USA","Stockholm",2007-08-07,"400-metres","men","NULL",43.5
581,"13.00","Mark Crear","USA","Zürich",1998-08-12,"110-metres-hurdles","men","NULL",13
582,"12.95","Dayron Robles","CUB","Dubnica nad Váhom",2008-09-07,"110-metres-hurdles","men","NULL",12.95
583,"43.97","LaShawn Merritt","USA","Eugene (Hayward Field), OR",2016-07-03,"400-metres","men","NULL",43.97
584,"53.06","Kim Batten","USA","Monaco (Stade Louis II)",1997-08-16,"400-metres-hurdles","women","NULL",53.06
585,"49.32","Shericka Williams","JAM","Berlin (Olympiastadion)",2009-08-18,"400-metres","women","NULL",49.32
586,"12.97","Omar McLeod","JAM","Kingston (NS), JAM",2015-06-27,"110-metres-hurdles","men","NULL",12.97
587,"10.77","Marion Jones","USA","Zürich",1998-08-12,"100-metres","women","NULL",10.77
588,"42.00","USSR","URS","Moskva (Lenin Stadium)",1985-08-17,"4x100-metres-relay","women","NULL",42
589,"41.84","Jamaica","JAM","Beijing (National Stadium)",2015-08-29,"4x100-metres-relay","women","NULL",41.84
590,"12.92","Allen Johnson","USA","Bruxelles",1996-08-23,"110-metres-hurdles","men","NULL",12.92
591,"36.84","Jamaica","JAM","London (Olympic Stadium)",2012-08-11,"4x100-metres-relay","men","NULL",36.84
592,"53.96","Qing Han","CHN","Beijing (NOCAS)",1993-09-09,"400-metres-hurdles","women","NULL",53.96
593,"48.98","Olga Vladykina-Bryzgina","UKR","Kyiv",1984-06-22,"400-metres","women","NULL",48.98
594,"43.86","Jeremy Wariner","USA","Paris Saint-Denis",2008-07-18,"400-metres","men","NULL",43.86
595,"41.63","United States","USA","Los Angeles, CA",1983-06-25,"4x100-metres-relay","women","NULL",41.63
596,"9.85","Yohan Blake","JAM","London (Olympic Stadium)",2012-08-05,"100-metres","men","NULL",9.85
597,"21.98","Merlene Ottey","JAM","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-19,"200-metres","women","NULL",21.98
598,"37.77","United States","USA","Berlin (Olympiastadion)",2003-08-10,"4x100-metres-relay","men","NULL",37.77
599,"9.85","Usain Bolt","JAM","Kingston (NS), JAM",2008-06-28,"100-metres","men","NULL",9.85
600,"9.76","Yohan Blake","JAM","Zürich (Letzigrund)",2012-08-30,"100-metres","men","NULL",9.76
601,"44.00","Jeremy Wariner","USA","Athína (Olympic Stadium)",2004-08-23,"400-metres","men","NULL",44
602,"47.35","Felix Sánchez","DOM","Zürich",2002-08-16,"400-metres-hurdles","men","NULL",47.35
603,"10.81","Veronica Campbell-Brown","JAM","London (Olympic Stadium)",2012-08-04,"100-metres","women","NULL",10.81
604,"38.02","England","GBR","Glasgow (Hampden Park)",2014-08-02,"4x100-metres-relay","men","NULL",38.02
605,"37.89","Santa Monica Track Club","USA","Austin (Myers Stadium), TX",1994-04-09,"4x100-metres-relay","men","NULL",37.89
606,"49.40","Jearl Miles Clark","USA","Indianapolis, IN",1997-06-14,"400-metres","women","NULL",49.4
607,"21.93","Irina Privalova","RUS","København",1992-08-25,"200-metres","women","NULL",21.93
608,"47.60","Harald Schmid","FRG","Köln",1987-08-16,"400-metres-hurdles","men","NULL",47.6
609,"37.94","Nigeria","NGR","Athína (Olympic Stadium)",1997-08-09,"4x100-metres-relay","men","NULL",37.94
610,"12.93","David Oliver","USA","Des Moines, IA",2010-06-27,"110-metres-hurdles","men","NULL",12.93
611,"52.90","Nezha Bidouane","MAR","Sevilla (La Cartuja)",1999-08-25,"400-metres-hurdles","women","NULL",52.9
612,"37.36","Jamaica","JAM","Beijing (National Stadium)",2015-08-29,"4x100-metres-relay","men","NULL",37.36
613,"9.78","Asafa Powell","JAM","Rieti (Guidobaldi)",2007-09-09,"100-metres","men","NULL",9.78
614,"21.94","Heike Drechsler","GER","Düsseldorf",1988-07-23,"200-metres","women","NULL",21.94
615,"47.23","Amadou Dia Ba","SEN","Seoul (Olympic Stadium)",1988-09-25,"400-metres-hurdles","men","NULL",47.23
616,"21.84","Heike Drechsler","GER","Rostock",1988-08-26,"200-metres","women","NULL",21.84
617,"43.75","Michael Johnson","USA","Waco, TX",1997-04-19,"400-metres","men","NULL",43.75
618,"43.98","Danny Everett","USA","Indianapolis (University Stadium), IN",1988-07-20,"400-metres","men","NULL",43.98
619,"47.60","Samuel Matete","ZAM","Stuttgart (Gottlieb-Daimler Stadion)",1993-08-19,"400-metres-hurdles","men","NULL",47.6
620,"42.16","EUN","EUN","Barcelona (Estadio Olímpico)",1992-08-08,"4x100-metres-relay","women","NULL",42.16
621,"19.85","Churandy Martina","NED","Lausanne (Pontaise)",2012-08-23,"200-metres","men","NULL",19.85
622,"52.82","Deon Hemmings","JAM","Atlanta (Olympic Stadium), GA",1996-07-31,"400-metres-hurdles","women","NULL",52.82
623,"47.43","James Carter","USA","Helsinki (Olympic Stadium)",2005-08-09,"400-metres-hurdles","men","NULL",47.43
624,"53.16","Deon Hemmings","JAM","Sevilla (La Cartuja)",1999-08-25,"400-metres-hurdles","women","NULL",53.16
625,"47.67","Bennie Brazell","USA","Sacramento, CA",2005-06-11,"400-metres-hurdles","men","NULL",47.67
626,"47.67","Andre Phillips","USA","Indianapolis, IN",1985-05-16,"400-metres-hurdles","men","NULL",47.67
627,"9.84","Asafa Powell","JAM","Kingston, JAM",2005-05-07,"100-metres","men","NULL",9.84
628,"47.67","Edwin Moses","USA","Oslo",1979-07-17,"400-metres-hurdles","men","NULL",47.67
629,"47.66","Edwin Moses","USA","Paris",1986-07-22,"400-metres-hurdles","men","NULL",47.66
630,"10.79","Blessing Okagbare","NGR","London (Olympic Stadium)",2013-07-27,"100-metres","women","NULL",10.79
631,"43.74","Michael Johnson","USA","Eugene, OR",1993-06-19,"400-metres","men","NULL",43.74
632,"47.65","Bershawn Jackson","USA","Stockholm (Olympiastadion)",2010-08-06,"400-metres-hurdles","men","NULL",47.65
633,"43.95","Kirani James","GRN","Eugene (Hayward Field), OR",2015-05-30,"400-metres","men","NULL",43.95
634,"47.64","Samuel Matete","ZAM","Tokyo (Olympic Stadium)",1991-08-27,"400-metres-hurdles","men","NULL",47.64
635,"47.63","Felix Sánchez","DOM","London (Olympic Stadium)",2012-08-06,"400-metres-hurdles","men","NULL",47.63
636,"47.63","Felix Sánchez","DOM","Athína (Olympic Stadium)",2004-08-26,"400-metres-hurdles","men","NULL",47.63
637,"43.98","Jeremy Wariner","USA","Oslo (Bislett)",2008-06-06,"400-metres","men","NULL",43.98
638,"47.63","Danny Harris","USA","Zürich (Letzigrund)",1985-08-21,"400-metres-hurdles","men","NULL",47.63
639,"47.62","Bershawn Jackson","USA","Carson, CA",2005-05-22,"400-metres-hurdles","men","NULL",47.62
640,"47.62","Felix Sánchez","DOM","Paris (Charléty)",2002-09-14,"400-metres-hurdles","men","NULL",47.62
641,"21.93","Allyson Felix","USA","Beijing (National Stadium)",2008-08-21,"200-metres","women","NULL",21.93
642,"47.62","Angelo Taylor","USA","Sacramento, CA",2000-07-22,"400-metres-hurdles","men","NULL",47.62
643,"37.73","Great Britain & N.I.","GBR","Sevilla (La Cartuja)",1999-08-29,"4x100-metres-relay","men","NULL",37.73
644,"47.69","Edwin Moses","USA","Durham, NC",1979-05-19,"400-metres-hurdles","men","NULL",47.69
645,"37.87","France","FRA","Tokyo (Olympic Stadium)",1991-09-01,"4x100-metres-relay","men","NULL",37.87
646,"47.48","Harald Schmid","FRG","Roma (Stadio Olimpico)",1987-09-01,"400-metres-hurdles","men","NULL",47.48
647,"47.61","Kerron Clement","USA","Osaka (Nagai Stadium)",2007-08-28,"400-metres-hurdles","men","NULL",47.61
648,"12.44","Glory Alozie","NGR","Sevilla (La Cartuja)",1999-08-28,"100-metres-hurdles","women","NULL",12.44
649,"47.60","Winthrop Graham","JAM","Zürich",1993-08-04,"400-metres-hurdles","men","NULL",47.6
650,"47.60","Kevin Young","USA","Monaco (Stade Louis II)",1992-08-11,"400-metres-hurdles","men","NULL",47.6
651,"37.86","Canada","CAN","Athína (Olympic Stadium)",1997-08-10,"4x100-metres-relay","men","NULL",37.86
652,"47.58","Edwin Moses","USA","Düsseldorf (Rheinstadion)",1977-09-02,"400-metres-hurdles","men","NULL",47.58
653,"47.57","James Carter","USA","Zürich",2002-08-16,"400-metres-hurdles","men","NULL",47.57
654,"47.56","Danny Harris","USA","Bruxelles",1995-08-25,"400-metres-hurdles","men","NULL",47.56
655,"47.56","Danny Harris","USA","Madrid",1987-06-04,"400-metres-hurdles","men","NULL",47.56
656,"9.82","Usain Bolt","JAM","Lausanne (Pontaise)",2010-07-08,"100-metres","men","NULL",9.82
657,"47.54","Derrick Adkins","USA","Atlanta (Olympic Stadium), GA",1996-08-01,"400-metres-hurdles","men","NULL",47.54
658,"47.56","Edwin Moses","USA","Seoul (Olympic Stadium)",1988-09-25,"400-metres-hurdles","men","NULL",47.56
659,"47.53","Hadi Soua'an Al-Somaily","KSA","Sydney (Olympic Stadium)",2000-09-27,"400-metres-hurdles","men","NULL",47.53
660,"37.83","United States","USA","Los Angeles (Memorial Coliseum)",1984-08-11,"4x100-metres-relay","men","NULL",37.83
661,"43.83","Quincy Watts","USA","Zürich (Letzigrund)",1992-08-19,"400-metres","men","NULL",43.83
662,"47.49","Felix Sánchez","DOM","Edmonton (Commonwealth Stadium)",2001-08-10,"400-metres-hurdles","men","NULL",47.49
663,"47.49","Danny Harris","USA","Lausanne",1990-07-12,"400-metres-hurdles","men","NULL",47.49
664,"47.48","Harald Schmid","FRG","Athína",1982-09-08,"400-metres-hurdles","men","NULL",47.48
665,"47.43","Edwin Moses","USA","Köln",1983-08-28,"400-metres-hurdles","men","NULL",47.43
666,"47.40","Kevin Young","USA","Zürich (Letzigrund)",1992-08-19,"400-metres-hurdles","men","NULL",47.4
667,"47.58","Edwin Moses","USA","Los Angeles, CA",1984-06-17,"400-metres-hurdles","men","NULL",47.58
668,"19.53","Walter Dix","USA","Bruxelles (Boudewijnstadion)",2011-09-16,"200-metres","men","NULL",19.53
669,"47.38","Edwin Moses","USA","Lausanne",1986-09-02,"400-metres-hurdles","men","NULL",47.38
670,"47.37","Kevin Young","USA","Lausanne (Pontaise)",1993-07-07,"400-metres-hurdles","men","NULL",47.37
671,"10.82","Gail Devers","USA","Lausanne (Pontaise)",1993-07-07,"100-metres","women","NULL",10.82
672,"9.84","Asafa Powell","JAM","Kingston (NS), JAM",2015-06-26,"100-metres","men","NULL",9.84
673,"47.37","Edwin Moses","USA","Zürich (Letzigrund)",1983-08-24,"400-metres-hurdles","men","NULL",47.37
674,"47.67","Samuel Matete","ZAM","Zürich",1995-08-16,"400-metres-hurdles","men","NULL",47.67
675,"47.59","Edwin Moses","USA","Sacramento, CA",1981-06-21,"400-metres-hurdles","men","NULL",47.59
676,"52.77","Faní Halkiá","GRE","Athína (Olympic Stadium)",2004-08-22,"400-metres-hurdles","women","NULL",52.77
677,"47.27","Edwin Moses","USA","Berlin",1981-08-21,"400-metres-hurdles","men","NULL",47.27
678,"47.25","Angelo Taylor","USA","Beijing (National Stadium)",2008-08-18,"400-metres-hurdles","men","NULL",47.25
679,"47.25","Felix Sánchez","DOM","Paris Saint-Denis (Stade de France)",2003-08-29,"400-metres-hurdles","men","NULL",47.25
680,"47.24","Kerron Clement","USA","Carson, CA",2005-06-26,"400-metres-hurdles","men","NULL",47.24
681,"47.14","Edwin Moses","USA","Lausanne",1981-07-14,"400-metres-hurdles","men","NULL",47.14
682,"47.02","Edwin Moses","USA","Koblenz",1983-08-31,"400-metres-hurdles","men","NULL",47.02
683,"13.02","Terrence Trammell","USA","Lausanne (Pontaise)",2006-07-11,"110-metres-hurdles","men","NULL",13.02
684,"13.01","Aries Merritt","USA","Eugene, OR",2012-06-30,"110-metres-hurdles","men","NULL",13.01
685,"13.01","David Oliver","USA","Rieti (Guidobaldi)",2010-08-29,"110-metres-hurdles","men","NULL",13.01
686,"47.37","Stéphane Diagana","FRA","Lausanne (Pontaise)",1995-07-05,"400-metres-hurdles","men","NULL",47.37
687,"13.01","Allen Johnson","USA","Roma (Stadio Olimpico)",1999-07-07,"110-metres-hurdles","men","NULL",13.01
688,"13.00","Dayron Robles","CUB","Zagreb (Sports Park Mladost)",2011-09-13,"110-metres-hurdles","men","NULL",13
689,"13.01","Dominique Arnold","USA","Carson, CA",2005-06-24,"110-metres-hurdles","men","NULL",13.01
690,"9.78","Asafa Powell","JAM","Lausanne (Pontaise)",2011-06-30,"100-metres","men","NULL",9.78
691,"13.00","Xiang Liu","CHN","Eugene (Hayward Field), OR",2011-06-04,"110-metres-hurdles","men","NULL",13
692,"13.00","Ladji Doucouré","FRA","Oslo",2005-07-29,"110-metres-hurdles","men","NULL",13
693,"43.81","Danny Everett","USA","New Orleans, LA",1992-06-26,"400-metres","men","NULL",43.81
694,"13.02","Roger Kingdom","USA","Berlin",1989-08-18,"110-metres-hurdles","men","NULL",13.02
695,"13.00","Anier García","CUB","Sydney (Olympic Stadium)",2000-09-25,"110-metres-hurdles","men","NULL",13
696,"13.00","Allen Johnson","USA","Göteborg (Ullevi Stadium)",1995-08-12,"110-metres-hurdles","men","NULL",13
697,"47.51","Andre Phillips","USA","Bruxelles",1986-09-05,"400-metres-hurdles","men","NULL",47.51
698,"12.99","David Oliver","USA","Shanghai (SS)",2010-05-23,"110-metres-hurdles","men","NULL",12.99
699,"12.99","Terrence Trammell","USA","Osaka (Nagai Stadium)",2007-08-31,"110-metres-hurdles","men","NULL",12.99
700,"12.99","Colin Jackson","GBR","Madrid",1994-09-06,"110-metres-hurdles","men","NULL",12.99
701,"52.42","Melaine Walker","JAM","Berlin (Olympiastadion)",2009-08-20,"400-metres-hurdles","women","NULL",52.42
702,"43.93","Rusheen McDonald","JAM","Beijing (National Stadium)",2015-08-23,"400-metres","men","NULL",43.93
703,"12.99","Colin Jackson","GBR","Bruxelles",1993-09-03,"110-metres-hurdles","men","NULL",12.99
704,"19.32","Michael Johnson","USA","Atlanta (Olympic Stadium), GA",1996-08-01,"200-metres","men","NULL",19.32
705,"12.98","Jason Richardson","USA","Birmingham (Alexander), GBR",2012-08-26,"110-metres-hurdles","men","NULL",12.98
706,"12.98","Jason Richardson","USA","Eugene, OR",2012-06-30,"110-metres-hurdles","men","NULL",12.98
707,"12.98","Jason Richardson","USA","Eugene, OR",2012-06-30,"110-metres-hurdles","men","NULL",12.98
708,"44.01","Isaac Makwala","BOT","La Chaux-de-Fonds (La Charrière)",2014-07-06,"400-metres","men","NULL",44.01
709,"12.98","Allen Johnson","USA","Köln",1995-08-18,"110-metres-hurdles","men","NULL",12.98
710,"10.78","Marion Jones","USA","London (Crystal Palace)",2000-08-05,"100-metres","women","NULL",10.78
711,"12.98","Colin Jackson","GBR","Tokyo",1994-09-15,"110-metres-hurdles","men","NULL",12.98
712,"12.95","Aries Merritt","USA","Birmingham (Alexander), GBR",2012-08-26,"110-metres-hurdles","men","NULL",12.95
713,"37.36","Jamaica","JAM","Moskva (Luzhniki)",2013-08-18,"4x100-metres-relay","men","NULL",37.36
714,"9.79","Tyson Gay","USA","Bruxelles (Boudewijnstadion)",2010-08-27,"100-metres","men","NULL",9.79
715,"12.98","Roger Kingdom","USA","Seoul (Olympic Stadium)",1988-09-26,"110-metres-hurdles","men","NULL",12.98
716,"19.79","Wallace Spearmon","USA","Zürich (Letzigrund)",2010-08-19,"200-metres","men","NULL",19.79
717,"12.97","Aries Merritt","USA","Berlin (Olympiastadion)",2012-09-02,"110-metres-hurdles","men","NULL",12.97
718,"12.97","Xiang Liu","CHN","Shanghai (SS)",2012-05-19,"110-metres-hurdles","men","NULL",12.97
719,"12.97","Ladji Doucouré","FRA","Angers",2005-07-15,"110-metres-hurdles","men","NULL",12.97
720,"12.97","Allen Johnson","USA","Stuttgart",1997-07-13,"110-metres-hurdles","men","NULL",12.97
721,"37.45","United States","USA","Zürich (Letzigrund)",2010-08-19,"4x100-metres-relay","men","NULL",37.45
722,"19.85","Ameer Webb","USA","Doha (Hamad Bin Suhaim)",2016-05-06,"200-metres","men","NULL",19.85
723,"12.97","Colin Jackson","GBR","Sestriere",1993-07-28,"110-metres-hurdles","men","NULL",12.97
724,"47.69","Harald Schmid","FRG","Lausanne",1984-07-10,"400-metres-hurdles","men","NULL",47.69
725,"12.97","Roger Kingdom","USA","Sestriere",1988-08-11,"110-metres-hurdles","men","NULL",12.97
726,"12.96","Allen Johnson","USA","Athína (Olympic Stadium)",2006-09-17,"110-metres-hurdles","men","NULL",12.96
727,"9.79","Usain Bolt","JAM","Beijing (National Stadium)",2015-08-23,"100-metres","men","NULL",9.79
728,"12.95","David Oliver","USA","Doha",2008-05-09,"110-metres-hurdles","men","NULL",12.95
729,"12.95","Xiang Liu","CHN","Osaka (Nagai Stadium)",2007-08-31,"110-metres-hurdles","men","NULL",12.95
730,"12.95","Terrence Trammell","USA","New York City (Icahn), NY",2007-06-02,"110-metres-hurdles","men","NULL",12.95
731,"19.70","Walter Dix","USA","Daegu (DS)",2011-09-03,"200-metres","men","NULL",19.7
732,"12.94","Aries Merritt","USA","London (Olympic Stadium)",2012-08-08,"110-metres-hurdles","men","NULL",12.94
733,"47.38","Felix Sánchez","DOM","Zürich (Letzigrund)",2001-08-17,"400-metres-hurdles","men","NULL",47.38
734,"9.80","Justin Gatlin","USA","Eugene (Hayward Field), OR",2016-07-03,"100-metres","men","NULL",9.8
